,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,URL,Employer est.,Per hour,Min Salary,Max Salary,Avg Salary,State,Companys Age,MachineLearning,python,power bi,big data,sql,Refined Title,Seniority
445,Machine Learning Model Engineer,$230K - $280K (Employer est.),"Design, develop, and deploy scalable low-latency machine learning products. Experience with mainstream big data tools (e.g., MapReduce, Spark, Flink, Kafka, etc……
Skills: TensorFlow, Computer science, Data mining, Go, Big data",3.5,Samsung Electronics,"Mountain View, CA",1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/machine-learning-model-engineer-samsung-electronics-JV_IC1147431_KO0,31_KE32,51.htm?jl=1009369938251",1,0,230,280,255,CA,86,1,0,0,1,0,data engineer,not applicable
446,Principal Data AI Engineer,$170K (Employer est.),"A bachelor's degree or higher in Computer Science, Mathematics, Statistics, Engineering or related field. Identify trends in datasets and develop workflows and……
Skills: Management, R, Java, AWS, Product development",3.2,Hertz,"Estero, FL",10000+ Employees,1918,Company - Public,Car & Truck Rental,Transportation & Logistics,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/principal-data-ai-engineer-hertz-JV_IC1154015_KO0,26_KE27,32.htm?jl=1009370970912",1,0,170,170,170,FL,106,0,0,0,0,0,artifical intelligence,senior
447,Computational Scientist - Artificial Intelligence & Machine Learning,$72K - $128K (Glassdoor est.),"Ph.D. in computer science, computer engineering, data science, or similar. Evaluates past and present technologies to help develop new tools.…
Skills: TensorFlow, MATLAB, Computer vision, R, Git",4.1,The University of Chicago,"Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"https://www.glassdoor.com/job-listing/computational-scientist-artificial-intelligence-machine-learning-the-university-of-chicago-JV_IC1128808_KO0,64_KE65,90.htm?jl=1009293414679",0,0,72,128,100,IL,134,0,0,0,0,0,machine learning,not applicable
448,"Senior Director, Supply Chain & Planning AI/ML Engineering (REMOTE WORK OPTION)",$20K - $471K (Employer est.),"Bachelor's Degree in computer science, software engineering, or related field (Masters or Ph.D. preferred). Manage the professional development and career plans……
Skills: TensorFlow, CI/CD, Kubernetes, AWS, Docker",4,Nike,"Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-director-supply-chain-planning-ai-ml-engineering-remote-work-option-nike-JV_IC1151576_KO0,74_KE75,79.htm?jl=1009311108387",1,0,20,471,245.5,OR,52,0,0,0,0,0,data engineer,senior
449,Payment Strategy - Risk Analyst - USDS,$144K - $240K (Employer est.),"Be able to effectively communicate complex concepts and insights to technical and non-technical stakeholders. Perform in-depth analysis to get to the root cause……
Skills: Management, R, E-commerce, SQL, Financial services",3.3,TikTok,"Mountain View, CA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/payment-strategy-risk-analyst-usds-tiktok-JV_IC1147431_KO0,34_KE35,41.htm?jl=1009251571654",1,0,144,240,192,CA,8,0,0,0,0,1,data analyst,not applicable
450,Senior Research Scientist,$150K - $207K (Employer est.),"Advanced degree in quantitative area of study such as statistics, economics, operations research, finance, mathematics, or related field.…
Skills: Machine learning, Data science, Leadership, Communication skills, Python",3.5,"Upstart Network, Inc.",Remote,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-research-scientist-upstart-network-inc-JV_KO0,25_KE26,45.htm?jl=1009342616736",1,0,150,207,178.5,Remote,12,1,1,0,0,0,research,senior
451,"Staff Machine Learning Engineer, Content Understanding",$167K - $343K (Employer est.),"Utilize state of the art machine learning, natural language processing, and multimodal modeling techniques to build content signals that power personalized……
Skills: Machine learning, Natural language processing, AI, Graph databases",4,Pinterest,"Palo Alto, CA",1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),"https://www.glassdoor.com/job-listing/staff-machine-learning-engineer-content-understanding-pinterest-JV_IC1147434_KO0,53_KE54,63.htm?jl=1009358400167",1,0,167,343,255,CA,14,1,0,0,0,0,data engineer,staff
454,Sr. Machine Learning Engineer,$151K - $251K (Employer est.),"This role involves leading the integration and engineering of state-of-the-art machine learning models, including large language models (LLMs) and pretrained……
Skills: TensorFlow, CI/CD, Azure, Software deployment, DevOps",3.8,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-machine-learning-engineer-mckesson-JV_IC1140006_KO0,28_KE29,37.htm?jl=1009327797624",1,0,151,251,201,TX,191,1,0,0,0,0,data engineer,senior
455,Applied AIML Data Scientist Lead - Vice President,$147K - $260K (Employer est.),"Advanced degree (MS, PhD) in a quantitative field (e.g., Data Science, Computer Science, Applied Mathematics, Statistics, Econometrics).…
Skills: Spark, R, SQL, AWS, Machine learning",4,JPMorgan Chase & Co,"Jersey City, NJ",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/applied-aiml-data-scientist-lead-vice-president-jpmorgan-chase-co-JV_IC1126819_KO0,47_KE48,65.htm?jl=1009321844764",1,0,147,260,203.5,NJ,225,1,0,0,0,1,data scientist,head
456,Head of Ads Data Science and Engineering,$180K - $280K (Employer est.),"Define and develop a world-class technology program responsible for all advertising solutions, platforms, and systems focused on delivering the most relevant……
Skills: Management, Machine learning, Team management, Natural language processing, Data science",3.5,Cardlytics,"Menlo Park, CA",201 to 500 Employees,2008,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),"https://www.glassdoor.com/job-listing/head-of-ads-data-science-and-engineering-cardlytics-JV_IC1147371_KO0,40_KE41,51.htm?jl=1009338797292",1,0,180,280,230,CA,16,1,0,0,0,0,data scientist,head
457,Principal Data Scientist,$223K - $323K (Employer est.),"Lead and participate in the requirement, design, and development discussions driving improvements to the data science lifecycle.…
Skills: CI/CD, Statistics, Azure, Spark, Google Cloud Platform",4.1,Salesforce,"San Francisco, CA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/principal-data-scientist-salesforce-JV_IC1147401_KO0,24_KE25,35.htm?jl=1009322604593",1,0,223,323,273,CA,25,0,0,0,0,0,data scientist,senior
458,"Applied Scientist, BRP (Buyer Risk Prevention)",$136K - $222K (Employer est.),"Demonstrated track record of cultivating strong working relationships and driving collaboration across multiple technical and business teams.…
Skills: Data mining, Data structures, Spark, Java, SQL",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/applied-scientist-brp-buyer-risk-prevention-amazon-com-services-llc-JV_IC1150505_KO0,43_KE44,67.htm?jl=1009377712165",1,0,136,222,179,WA,30,0,0,0,0,1,applied scientist,not applicable
461,"AIML - Sr Software Data Infrastructure Engineer, Data and ML Innovation",$176K - $312K (Employer est.),"PhD, MS or BS in Computer Science, Data Science, Engineering or a related field; or equivalent practical experience.…
Skills: Data mining, iOS development, Spark, Java, Machine learning",4.1,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/aiml-sr-software-data-infrastructure-engineer-data-and-ml-innovation-apple-JV_IC1147422_KO0,68_KE69,74.htm?jl=1009378620210",1,0,176,312,244,CA,48,1,0,0,0,0,data engineer,senior
